scan_time_utc,ticker,company_name,sec_insider_score,congressional_score,procurement_score,ownership_score,event_intel_score,signal_count,days_since_latest_event,confidence_label,event_tags,top_sources,reason,baseline_sample_size,baseline_window_days,baseline_event_intel_median,baseline_signal_count_median,baseline_days_since_latest_event_median,event_intel_score_z,signal_count_z,freshness_z,anomaly_score,anomaly_label,anomaly_flags,anomaly_reason,novel_tag_count,novel_source_count
2026-03-15T22:26:57Z,BW,"Babcock & Wilcox Enterprises, Inc.",9.43,0.0,0.0,0.0,3.77,4,6.0,Insider Activity Watch,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bw",1,0,3.77,4.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:07Z,CERS,CERUS CORP,9.43,0.0,0.0,0.0,3.77,14,5.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 5 day(s) ago, insider selling detected for cers",1,0,3.77,14.0,5.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:41Z,GDOT,GREEN DOT CORP,9.43,0.0,0.0,0.0,3.77,4,6.0,Insider Activity Watch,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for gdot",1,0,3.77,4.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:32Z,AUR,"Aurora Innovation, Inc.",8.93,0.0,0.0,0.0,3.57,4,2.0,Insider Activity Watch,"buy, form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 2 day(s) ago, insider accumulation detected for aur",1,0,3.57,4.0,2.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:25:44Z,ACDC,ProFrac Holding Corp.,8.45,0.0,0.0,0.0,3.38,5,4.0,Insider Activity Watch,"buy, form4, insider, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for acdc",1,0,3.38,5.0,4.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:25:33Z,ABTC,American Bitcoin Corp.,8.0,0.0,0.0,0.0,3.2,7,6.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for abtc",1,0,3.2,7.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:42Z,BGC,"BGC Group, Inc.",7.96,0.0,0.0,0.0,3.18,2,6.0,Insider Activity Watch,"form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bgc",1,0,3.18,2.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:52Z,BMBL,Bumble Inc.,7.96,0.0,0.0,0.0,3.18,2,3.0,Insider Activity Watch,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 3 day(s) ago, insider selling detected for bmbl",1,0,3.18,2.0,3.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:38Z,AVO,"Mission Produce, Inc.",7.7,0.0,0.0,0.0,3.08,5,6.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for avo",1,0,3.08,5.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:50Z,BLND,"Blend Labs, Inc.",7.47,0.0,0.0,0.0,2.99,8,17.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 17 day(s) ago, insider selling detected for blnd",1,0,2.99,8.0,17.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:21Z,FTK,FLOTEK INDUSTRIES INC/CN/,7.36,0.0,0.0,0.0,2.94,4,13.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 13 day(s) ago, insider selling detected for ftk",1,0,2.94,4.0,13.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:28Z,ANGX,"Angel Studios, Inc.",7.03,0.0,0.0,0.0,2.81,8,6.0,Insider Activity Watch,"administrative, form4, insider, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for angx",1,0,2.81,8.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:34Z,FWRD,FORWARD AIR CORP,6.5,0.0,0.0,0.0,2.6,14,20.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 20 day(s) ago, insider accumulation detected for fwrd",1,0,2.6,14.0,20.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:25:38Z,ABX,"Abacus Global Management, Inc.",6.17,0.0,0.0,0.0,2.47,9,25.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 25 day(s) ago, insider selling detected for abx",1,0,2.47,9.0,25.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:18Z,ENGN,enGene Holdings Inc.,5.2,0.0,0.0,0.0,2.08,8,40.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 40 day(s) ago, insider accumulation detected for engn",1,0,2.08,8.0,40.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:14Z,ALH,Alliance Laundry Holdings Inc.,4.75,0.0,0.0,0.0,1.9,1,53.0,Low Event Signal,"form4, insider, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"recent insider filings, latest event 53 day(s) ago, insider selling detected for alh",1,0,1.9,1.0,53.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:20Z,ALOY,REALLOYS INC.,1.95,0.0,0.0,0.0,0.78,6,10.0,Low Event Signal,"form4, insider, unparsed",SEC EDGAR,"recent insider filings, latest event 10 day(s) ago, recent form 4 filing for aloy",1,0,0.78,6.0,10.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:12Z,AERO,"Grupo Aeromexico, S.A.B. de C.V.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:28Z,ASTL,Algoma Steel Group Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:38Z,AXIA,BRAZILIAN ELECTRIC POWER CO,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:26:52Z,BSBR,Banco Santander (Brasil) S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:08Z,CIG,ENERGY CO OF MINAS GERAIS,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:09Z,CION,CION Investment Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:09Z,EGY,VAALCO ENERGY INC /DE/,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:10Z,EH,EHang Holdings Ltd,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:27:35Z,GAU,Galiano Gold Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-15T22:53:33Z,ADPT,Adaptive Biotechnologies Corp,10.0,0.0,0.0,0.0,4.0,30,2.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, unparsed",SEC EDGAR,"meaningful insider filing activity, latest event 2 day(s) ago, insider selling detected for adpt",2,0,4.0,30.0,2.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:18Z,BW,"Babcock & Wilcox Enterprises, Inc.",9.43,0.0,0.0,0.0,3.77,4,6.0,Insider Activity Watch,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bw",2,0,3.77,4.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:29Z,CERS,CERUS CORP,9.43,0.0,0.0,0.0,3.77,14,5.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 5 day(s) ago, insider selling detected for cers",2,0,3.77,14.0,5.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:55:03Z,GDOT,GREEN DOT CORP,9.43,0.0,0.0,0.0,3.77,4,6.0,Insider Activity Watch,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for gdot",2,0,3.77,4.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:54Z,AUR,"Aurora Innovation, Inc.",8.93,0.0,0.0,0.0,3.57,4,2.0,Insider Activity Watch,"buy, form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 2 day(s) ago, insider accumulation detected for aur",2,0,3.57,4.0,2.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:06Z,ACDC,ProFrac Holding Corp.,8.45,0.0,0.0,0.0,3.38,5,4.0,Insider Activity Watch,"buy, form4, insider, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for acdc",2,0,3.38,5.0,4.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:52:54Z,ABTC,American Bitcoin Corp.,8.0,0.0,0.0,0.0,3.2,7,6.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for abtc",2,0,3.2,7.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:03Z,BGC,"BGC Group, Inc.",7.96,0.0,0.0,0.0,3.18,2,6.0,Insider Activity Watch,"form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for bgc",2,0,3.18,2.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:13Z,BMBL,Bumble Inc.,7.96,0.0,0.0,0.0,3.18,2,3.0,Insider Activity Watch,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 3 day(s) ago, insider selling detected for bmbl",2,0,3.18,2.0,3.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:59Z,AVO,"Mission Produce, Inc.",7.7,0.0,0.0,0.0,3.08,5,6.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for avo",2,0,3.08,5.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:11Z,BLND,"Blend Labs, Inc.",7.47,0.0,0.0,0.0,2.99,8,17.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 17 day(s) ago, insider selling detected for blnd",2,0,2.99,8.0,17.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:43Z,FTK,FLOTEK INDUSTRIES INC/CN/,7.36,0.0,0.0,0.0,2.94,4,13.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 13 day(s) ago, insider selling detected for ftk",2,0,2.94,4.0,13.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:49Z,ANGX,"Angel Studios, Inc.",7.03,0.0,0.0,0.0,2.81,8,6.0,Insider Activity Watch,"administrative, form4, insider, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for angx",2,0,2.81,8.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:56Z,FWRD,FORWARD AIR CORP,6.5,0.0,0.0,0.0,2.6,14,20.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 20 day(s) ago, insider accumulation detected for fwrd",2,0,2.6,14.0,20.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:00Z,ABX,"Abacus Global Management, Inc.",6.17,0.0,0.0,0.0,2.47,9,25.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 25 day(s) ago, insider selling detected for abx",2,0,2.47,9.0,25.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:39Z,ENGN,enGene Holdings Inc.,5.2,0.0,0.0,0.0,2.08,8,40.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 40 day(s) ago, insider accumulation detected for engn",2,0,2.08,8.0,40.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:36Z,ALH,Alliance Laundry Holdings Inc.,4.75,0.0,0.0,0.0,1.9,1,53.0,Low Event Signal,"form4, insider, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"recent insider filings, latest event 53 day(s) ago, insider selling detected for alh",2,0,1.9,1.0,53.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:42Z,ALOY,REALLOYS INC.,1.95,0.0,0.0,0.0,0.78,6,10.0,Low Event Signal,"form4, insider, unparsed",SEC EDGAR,"recent insider filings, latest event 10 day(s) ago, recent form 4 filing for aloy",2,0,0.78,6.0,10.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:34Z,AERO,"Grupo Aeromexico, S.A.B. de C.V.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:53:50Z,ASTL,Algoma Steel Group Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:00Z,AXIA,BRAZILIAN ELECTRIC POWER CO,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:14Z,BSBR,Banco Santander (Brasil) S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:30Z,CIG,ENERGY CO OF MINAS GERAIS,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:30Z,CION,CION Investment Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:31Z,EGY,VAALCO ENERGY INC /DE/,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:32Z,EH,EHang Holdings Ltd,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-15T22:54:57Z,GAU,Galiano Gold Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-16T17:32:47Z,GSIT,GSI TECHNOLOGY INC,9.09,0.0,0.0,0.0,3.64,9,6.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, unparsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider selling detected for gsit",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:33:03Z,MVST,"Microvast Holdings, Inc.",8.22,0.0,0.0,0.0,3.29,10,3.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 3 day(s) ago, insider accumulation detected for mvst",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:25Z,BCRX,BIOCRYST PHARMACEUTICALS INC,7.24,0.0,0.0,0.0,2.9,6,13.0,Insider Activity Watch,"buy, form4, insider, option_exercise, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 13 day(s) ago, insider selling detected for bcrx",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:52Z,MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",5.46,0.0,0.0,0.0,2.18,2,55.0,Low Event Signal,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"recent insider filings, latest event 55 day(s) ago, insider selling detected for mrvi",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:34Z,CTMX,"CytomX Therapeutics, Inc.",5.2,0.0,0.0,0.0,2.08,5,40.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 40 day(s) ago, insider accumulation detected for ctmx",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:27Z,BRCB,"Black Rock Coffee Bar, Inc.",3.75,0.0,0.0,0.0,1.5,1,4.0,Low Event Signal,"administrative, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 4 day(s) ago, recent insider filing activity for brcb",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:34Z,DSGN,"Design Therapeutics, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:48Z,JFR,NUVEEN FLOATING RATE INCOME FUND,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:49Z,KYIV,Kyivstar Group Ltd.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:32:49Z,LAES,SEALSQ Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:33:04Z,NBP,NovaBridge Biosciences,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:33:04Z,NEXN,Nexxen International Ltd.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:33:05Z,RLX,RLX Technology Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-16T17:33:06Z,SCZM,Santacruz Silver Mining Ltd.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:51:41Z,ABX,"Abacus Global Management, Inc.",9.75,0.0,0.0,0.0,3.9,19,1.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider accumulation detected for abx",3,0,2.47,9.0,25.0,1.91,6.0,6.0,3.36,Elevated vs Baseline,"event_intel_score, sec_insider_score, signal_count, days_since_latest_event","signal count spike, events are fresher than usual, insider activity spike",0,0
2026-03-17T00:53:35Z,GRNT,"Granite Ridge Resources, Inc.",9.6,0.0,0.0,0.0,3.84,12,1.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider accumulation detected for grnt",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:53:38Z,GRPN,"Groupon, Inc.",8.96,0.0,0.0,0.0,3.58,2,1.0,Insider Activity Watch,"administrative, form4, insider, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider selling detected for grpn",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:13Z,BMBL,Bumble Inc.,7.96,0.0,0.0,0.0,3.18,2,5.0,Insider Activity Watch,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 5 day(s) ago, insider selling detected for bmbl",3,0,3.18,2.0,3.0,0.0,0.0,-2.67,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
